"tconst","title","release_year","release_date","budget","worldwide_box_office","domestic_box_office","foreign_box_office","imdb_raiting","numvotes","genre"
tt1560747,The Master,2012,2012-09-07,"32000000",28258060,16377274,11880786,7.10,174209,Drama
tt0295427,The Master of Disguise,2002,2002-08-02,"0",43411000,40388792,3022207.0,3.30,25426,Adventure
tt0365485,The Matador,2005,2005-05-12,"10000000",17347232,12594698,4752533.0,6.70,45192,Comedy
tt0119632,The MatchMaker,1997,1997-10-03,"0",3392080.0,3392080.0,,6.50,5687,Comedy
tt0133093,The Matrix,1999,1999-03-30,"63000000",463517376,171479936,292037440,8.70,1888643,Action
tt0234215,The Matrix Reloaded,2003,2003-05-15,"150000000",739412032,281576448,457835584,7.20,591085,Action
tt0242653,The Matrix Revolutions,2003,2003-11-05,"150000000",427343296,139313952,288029344,6.70,510279,Action
tt1790864,The Maze Runner,2014,2014-09-10,"34000000",348319872,102427864,245892000,6.80,462800,Action
tt0089572,The Mean Season,1985,1985-02-15,"0",4349446.0,4349446.0,,6.10,4342,Crime
tt0085959,The Meaning of Life,1983,1983-03-31,"0",14929552,14929552,,7.50,119906,Comedy
tt0472399,The Mechanic,2011,2011-01-13,"40000000",76130096,29121498,47008596,6.50,161045,Action
tt0288045,The Medallion,2003,2003-08-15,"41000000",34268700,22219192,12049509,5.20,41811,Action
tt4779682,The Meg,2018,,,530243744,145443744,384800000,5.60,170647,Action
tt1234548,The Men Who Stare at Goats,2009,2009-10-17,"24000000",69095768,32428196,36667576,6.20,132640,Comedy
tt0091508,The Men's Club,1986,1986-09-19,"0",2556361.0,2556361.0,,4.70,937,Drama
tt0379889,The Merchant of Venice,2004,2004-09-03,"0",21417724,3765585.0,17652140,7.00,36763,Drama
tt4701660,The Mermaid,2016,2016-02-08,"60720000",553810240,3232685.0,550577536,6.20,9331,Comedy
,The Merry Widow,2008,,,22872698,,22872698,,,
tt0151137,The Messenger: The Story of Joan of Arc,1999,1999-10-18,"60000000",66976316,14276317,52700000,6.40,66808,Adventure
tt0425430,The Messengers,2007,2007-02-02,"16000000",55010660,35374832,19635826,5.30,39986,Drama
tt0107563,The Meteor Man,1993,1993-08-06,"30",8016708.0,8016708.0,,5.10,8320,Action
tt0236493,The Mexican,2001,2001-03-01,"57000000",147845040,66845032,81000000,6.10,108740,Adventure
tt0119670,The Mighty,1998,1998-10-23,"0",2652246.0,2652246.0,,7.20,13193,Comedy
tt0104868,The Mighty Ducks,1992,1992-10-01,"10000000",50752336,50752336,,6.50,66503,Comedy
tt0097880,The Mighty Quinn,1989,1989-02-17,"0",4557214.0,4557214.0,,6.00,5768,Action
tt0095638,The Milagro Beanfield War,1988,1988-03-18,"0",13825794,13825794,,6.80,6390,Comedy
,The Milky Way,1979,,,2893.0,,2893.0,,,
tt0102450,The Miracle,1991,,,835519.0,835519.0,,6.50,737,Drama
tt0326429,The Miracle of Bern,2003,2003-10-15,"0",24816394,,24816394,6.70,7059,Drama
tt0081163,The Mirror Crack'd,1980,1980-09-19,"0",11000000,11000000,,6.20,8074,Crime
tt0117057,The Mirror Has Two Faces,1996,1996-11-15,"42000000",41083864,41083864,,6.60,20228,Comedy
,The Missing,2003,,,38364276,27011180,11353097,,,
tt0091530,The Mission,1986,1986-09-29,"24500000",17218024,17218024,,7.40,61519,Adventure
,The Mission 2008 Re-release,1986,,,141112.0,,141112.0,,,
tt0083449,The Missionary,1982,1982-11-02,"0",7241180.0,7241180.0,,6.20,2434,Comedy
,The Mist,2007,,,57470220,25594956,31875264,,,
tt0120757,The Mod Squad,1999,1999-03-26,"50000000",13263993,13263993,,4.30,9155,Action
tt0095649,The Moderns,1988,1988-04-15,"0",2011497.0,2011497.0,,6.60,1863,Comedy
tt0091541,The Money Pit,1986,1986-03-15,"10000000",37499652,37499652,,6.40,57328,Comedy
tt4591310,The Monkey King 2,2016,,,193678304,709982.0,192968320,5.90,3216,Action
tt6466464,The Monkey King 3,2018,,,115084576,187074.0,114897504,5.50,1505,Action
tt1717715,The Monkey King Havoc in Heavens Palace,2014,2014-01-09,"82000000",175835584,,175835584,4.90,5100,Action
tt0093560,The Monster Squad,1987,1987-08-14,"12000000",3769990.0,3769990.0,,6.90,32523,Action
tt2177771,The Monuments Men,2014,2014-01-24,"70000000",155641648,78031616,77610032,6.10,132150,Comedy
tt0091554,The Morning After,1986,1986-12-25,"0",25147056,25147056,,5.90,6779,Crime
tt1538403,The Mortal Instruments: City of Bones,2013,2013-08-21,"60000000",95396576,31165420,64231152,5.80,133983,Action
tt0091557,The Mosquito Coast,1986,1986-11-26,"0",14302779,14302779,,6.60,29226,Adventure
tt0265349,The Mothman Prophecies,2002,2002-01-25,"32000000",55157540,35746368,19411168,6.40,80719,Drama
tt0318462,The Motorcycle Diaries,2004,2004-02-06,"0",57663224,16781388,40881836,7.80,101353,Adventure
tt2226597,The Mountain Between Us,2017,,,62832208,30348556,32483654,6.40,75340,Drama
tt7959026,The Mule,2018,,,174804400,103804408,71000000,7.00,136649,Crime
tt2345759,The Mummy,2017,2017-06-06,"125000000",409231616,80227896,329003712,5.40,189230,Action
tt0120616,The Mummy,1999,1999-04-16,"80000000",155563440,155385488,177949.0,7.10,426602,Action
tt0209163,The Mummy Returns,2001,2001-04-28,"98000000",433013280,202019792,230993488,6.40,323748,Action
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,2008-07-01,"145000000",403449824,102491776,300958048,5.20,160919,Action
tt0104940,The Muppet Christmas Carol,1992,1992-12-10,"0",29192434,27281508,1910927.0,7.70,58166,Comedy
tt0079588,The Muppet Movie,1979,1979-05-31,"0",65200000,65200000,,7.60,36291,Adventure
tt1204342,The Muppets,2011,2011-11-22,"45000000",165184240,88631240,76553000,7.10,92663,Adventure
tt0087755,The Muppets Take Manhattan,1984,1984-07-13,"8000000",25534704,25534704,,6.80,21470,Adventure
tt0164108,The Muse,1999,1999-08-27,"0",11614954,11614954,,5.70,10997,Comedy
,The Music Teacher,1989,,,1086894.0,1086894.0,,,,
tt0246544,The Musketeer,2001,2001-09-07,"40000000",32533802,27073640,5460162.0,4.70,14599,Action
tt0091603,The Naked Cage,1986,1986-03-01,"0",3136701.0,3136701.0,,5.20,702,Action
tt0102510,The Naked Gun 2½: The Smell of Fear,1991,1991-06-28,"23000000",86930408,86930408,,6.90,113631,Comedy
tt0095705,The Naked Gun: From the Files of Police Squad!,1988,1988-12-02,"12000000",78756176,78756176,,7.60,169012,Comedy
tt0091605,The Name of the Rose,1986,1986-09-24,"20000000",7153487.0,7153487.0,,7.70,108725,Drama
,The Namesake,2007,,,20354320,13569248,6785073.0,,,
tt0489237,The Nanny Diaries,2007,2007-08-24,"20000000",47817020,25930652,21886368,6.20,60102,Comedy
tt0100557,The Nasty Girl,1990,1990-02-15,"0",2281569.0,2281569.0,,7.30,2609,Comedy
,The Nativity Story,2006,,,46432264,37629832,8802433.0,,,
tt0087781,The Natural,1984,1984-05-11,"28000000",47951980,47951980,,7.40,49282,Drama
,The Navigator: A Medieval Odyssey,1989,,,1333379.0,1333379.0,,,,
tt0120768,The Negotiator,1998,1998-07-29,"50000000",44547680,44547680,,7.30,142888,Action
tt2195490,The Neighbors,2012,2012-08-22,"0",31949316,,31949316,6.50,1332,Drama
tt0113957,The Net,1995,1995-07-28,"22000000",50727964,50727964,,5.90,67266,Action
tt0088323,The NeverEnding Story,1984,1984-04-05,"27000000",20158808,20158808,,7.40,144346,Adventure
,The NeverEnding Story II: The Next Chapter,1991,,,17373528,17373528,,,,
tt4466864,The New Adventures of Aladdin,2015,,,35771820,,35771820,4.70,2356,Comedy
tt0093744,The New Adventures of Pippi Longstocking,1988,1988-07-06,"5000000",3569939.0,3569939.0,,5.80,4312,Adventure
tt0241760,The New Guy,2002,2002-05-10,"13000000",31167388,29760152,1407236.0,5.80,36056,Comedy
tt0089679,The New Kids,1985,1985-01-18,"0",199108.0,199108.0,,6.00,3462,Crime
tt9368628,The New King of Comedy,2019,,,95618304,,95618304,6.20,1701,Comedy
,The New World,2003,,,17823920,,17823920,,,
,The New World 2005 Re-release,2005,,,31510856,12712093,18798762,,,
tt0120769,The Newton Boys,1998,1998-03-26,"27000000",10452012,10452012,,6.10,11619,Action
tt0156841,The Next Best Thing,2000,2000-03-03,"25000000",24362772,14990582,9372190.0,4.60,11347,Comedy
tt0110657,The Next Karate Kid,1994,1994-07-18,"12000000",15876353,8914777.0,6961576.0,4.50,30821,Action
tt1458175,The Next Three Days,2010,2010-11-18,"30000000",67448648,21148652,46300000,7.30,197023,Action
tt3799694,The Nice Guys,2016,2016-05-15,"50000000",62788216,36261764,26526456,7.30,324234,Action
,The Night Before,2015,,,52395996,43047372,9348624.0,,,
tt0107685,The Night We Never Met,1993,1993-04-30,"0",1884814.0,1884814.0,,6.00,2910,Comedy
,The Night of the Shooting Stars,1983,,,2251121.0,2251121.0,,,,
tt0082816,The Night the Lights Went Out in Georgia,1981,1981-05-29,"0",14923752,14923752,,5.90,1025,Drama
tt0107688,The Nightmare Before Christmas,1993,1993-10-09,"18000000",50003044,50003044,,7.90,331483,Animation
,The Nightmare Before Christmas 1994 Re-release,1994,,,8016418.0,,8016418.0,,,
,The Ninth Gate,2000,,,18661336,18661336,,,,
tt0332280,The Notebook,2004,2004-06-25,"29000000",117812624,81001784,36810836,7.80,567747,Drama
,The Notebook II,2009,,,28972508,20919166,8053342.0,,,
tt2402157,The November Man,2014,2014-08-27,"15000000",39661920,25018120,14643800,6.20,68073,Action
tt0081249,The Nude Bomb,1980,1980-05-09,"0",14662035,14662035,,5.10,3339,Action
tt0481369,The Number 23,2007,2007-02-23,"30000000",77677552,35193168,42484384,6.40,202689,Crime
tt5814060,The Nun,2018,,,365550112,117450120,248100000,5.30,139782,Horror
tt1821658,The Nut Job,2014,2014-01-17,"0",120885528,64251540,56633984,5.70,28667,Adventure
tt3486626,The Nut Job 2: Nutty by Nature,2017,,,68743488,28370522,40372964,5.50,6696,Adventure
tt0107719,The Nutcracker,1993,1993-11-24,"19000000",2119994.0,2119994.0,,5.70,2101,Family
tt0100281,The Nutcracker Prince,1990,1990-01-01,"0",1781694.0,1781694.0,,6.70,2442,Adventure
tt5523010,The Nutcracker and the Four Realms,2018,,,173961072,54858852,119102216,5.50,33493,Adventure
tt0117218,The Nutty Professor,1996,1996-06-26,"54000000",128814016,128814016,,5.70,117283,Comedy
tt0102573,The Object of Beauty,1991,1991-04-12,"0",5136759.0,5136759.0,,5.60,2148,Comedy
tt0120772,The Object of My Affection,1998,1998-04-17,"15000000",46905888,29187244,17718646,6.00,20306,Comedy
tt0081259,The Octagon,1980,1980-08-14,"0",18971000,18971000,,5.00,5685,Action
tt0120773,The Odd Couple II,1998,1998-04-09,"0",18912328,18912328,,6.40,10130,Adventure
tt1462769,The Odd Life of Timothy Green,2012,2012-08-15,"0",56012640,51854876,4157767.0,6.60,47063,Comedy
tt0089276,The Official Story,1985,1985-04-03,"0",29426.0,29426.0,,7.70,9723,Drama
tt0203408,The Omega Code,1999,1999-10-15,"0",12614346,12614346,,3.50,5369,Action
tt0466909,The Omen,2006,2006-06-06,"25000000",119974976,54607384,65367588,5.50,59503,Drama
tt0267804,The One,2001,2001-11-02,"49000000",72689128,43905744,28783380,5.90,92440,Action
tt0078034,The One and Only,1978,1978-02-03,"0",16928136,16928136,,5.70,800,Comedy
tt0079668,The Onion Field,1979,1979-09-09,"0",9890597.0,9890597.0,,6.80,5331,Crime
tt0120777,The Opposite of Sex,1998,1998-05-22,"5000000",5881367.0,5881367.0,,6.40,21178,Comedy
,The Order,2002,,,11560806,7660806.0,3900000.0,,,
tt0236388,The Original Kings of Comedy,2000,2000-08-18,"0",38182792,38182792,,6.70,5837,Comedy
tt0464141,The Orphanage,2007,2007-08-27,"0",78638984,7161284.0,71477704,7.40,155687,Drama
tt0086058,The Osterman Weekend,1983,1983-10-14,"0",6486797.0,6486797.0,,5.80,8805,Action
tt0467200,The Other Boleyn Girl,2008,2008-02-28,"35000000",78199680,26814956,51384720,6.70,113278,Biography
tt1386588,The Other Guys,2010,2010-08-06,"100000000",170458928,119219976,51238944,6.60,267643,Action
tt0076507,The Other Side of Midnight,1977,1977-06-08,"0",24652020,24652020,,6.00,1779,Drama
tt0301524,The Other Side of the Bed,2002,2002-04-27,"0",12630208,,12630208,6.40,5669,Comedy
tt0078044,The Other Side of the Mountain: Part II,1978,1978-02-10,"0",11565678,11565678,,6.00,354,Biography
tt0123209,The Other Sister,1999,1999-02-26,"35000000",27807628,27807628,,6.40,12567,Comedy
tt2203939,The Other Woman,2014,2014-04-16,"40000000",196710400,83911192,112799200,6.00,141084,Comedy
tt0230600,The Others,2001,2001-08-02,"0",209947040,96522688,113424352,7.60,364709,Horror
tt0129280,The Out-of-Towners,1999,1999-04-02,"75000000",28544120,28544120,,5.40,14147,Comedy
tt7468056,The Outlaws,2017,,,52946456,,52946456,7.20,8048,Action
tt0086066,The Outsiders,1983,1983-03-25,"10000000",25697648,25697648,,7.10,86319,Crime
tt0395699,The Pacifier,2005,2005-03-04,"56000000",198636864,113086864,85550000,5.60,94676,Action
tt0098051,The Package,1989,1989-08-25,"0",10647219,10647219,,6.40,10134,Action
tt0110763,The Pagemaster,1994,1994-11-23,"27000000",13670688,13670688,,6.10,23723,Adventure
tt0446755,The Painted Veil,2006,2006-12-09,"19400000",26910848,8060487.0,18850360,7.40,93072,Drama
tt0117283,The Pallbearer,1996,1996-05-03,"8000000",5656388.0,5656388.0,,5.00,10962,Comedy
tt0105089,The Panama Deception,1992,,,309596.0,309596.0,,7.50,1108,Documentary
tt0110771,The Paper,1994,1994-03-18,"6000000",38824340,38824340,,6.60,14273,Comedy
tt0120783,The Parent Trap,1998,1998-07-28,"0",92108520,66308520,25800000,6.60,137318,Adventure
tt0079700,The Passage,1979,,,1101186.0,1101186.0,,6.00,1941,Action
tt0335345,The Passion of the Christ,2004,2004-02-25,"30000000",611486720,370274592,241212128,7.20,231523,Drama
tt0187393,The Patriot,2000,2000-06-28,"110000000",215294336,113330344,101964000,7.20,274319,Action
tt0119874,The Peacemaker,1997,1997-09-26,"50000000",41263140,41263140,,6.00,58761,Action
tt4364194,The Peanut Butter Falcon,2019,,,23712090,20457152,3254939.0,7.60,89357,Adventure
tt2452042,The Peanuts Movie,2015,2015-11-05,"99000000",246233120,130178408,116054704,7.00,46164,Adventure
tt0114108,The Pebble and the Penguin,1995,1995-04-11,"28000000",3983912.0,3983912.0,,5.50,5137,Adventure
tt0107798,The Pelican Brief,1993,1993-12-16,"45000000",100768056,100768056,,6.60,87663,Crime
tt0105121,The People Under the Stairs,1991,1991-11-01,"6000000",24204154,24204154,,6.40,35298,Comedy
tt0117318,The People vs. Larry Flynt,1996,1996-10-12,"36000000",20300384,20300384,,7.30,95163,Biography
tt0114113,The Perez Family,1995,1995-05-12,"11000000",2832826.0,2832826.0,,6.00,2337,Comedy
tt3862750,The Perfect Guy,2015,2015-09-11,"12000000",60273172,57027436,3245738.0,5.60,10777,Drama
tt0380623,The Perfect Man,2005,2005-06-17,"0",19770476,16535005,3235470.0,5.40,30629,Comedy
tt0314498,The Perfect Score,2004,2004-01-30,"0",10898337,10391003,507334.0,5.60,25311,Comedy
tt10145122,The Perfect Secret,2019,,,56573048,,56573048,6.60,5640,Comedy
tt0177971,The Perfect Storm,2000,2000-03-15,"120000000",328718432,182618432,146100000,6.40,167988,Action
tt0102655,The Perfect Weapon,1991,1991-03-15,"10000000",14061361,14061361,,5.90,4437,Action
,The Perils of Gwendoline in the Land of the Yik Yak,1985,,,1337274.0,1337274.0,,,,
tt1659337,The Perks of Being a Wallflower,2012,2012-09-20,"13000000",33384128,17742948,15641179,8.00,507036,Drama
tt0119887,The Pest,1997,1997-02-07,"17000000",3600616.0,3600616.0,,4.80,8721,Comedy
tt0117331,The Phantom,1996,1996-06-06,"45000000",17323326,17323326,,5.00,34219,Action
tt0293508,The Phantom of the Opera,2004,2004-12-08,"70000000",154648880,51268816,103380072,7.20,123096,Drama
tt0098090,The Phantom of the Opera,1989,,,3953745.0,3953745.0,,5.40,4144,Drama
tt0087910,The Philadelphia Experiment,1984,1984-08-03,"21000000",8103330.0,8103330.0,,6.10,15609,Adventure
tt2101473,The Physician,2013,2013-12-25,"32000000",57284236,,57284236,7.20,39600,Adventure
tt0253474,The Pianist,2002,2002-09-24,"35000000",120072576,32572576,87500000,8.50,820251,Biography
tt0107822,The Piano,1993,1993-05-19,"7000000",40157856,40157856,,7.50,88548,Drama
tt0254686,The Piano Teacher,2001,2001-05-14,"3000000",6749315.0,1012069.0,5737246.0,7.50,64376,Drama
tt0093737,The Pick-up Artist,1987,1987-09-18,"15000000",13290368,13290368,,5.30,7140,Comedy
,The Pillow Book,1997,,,2372744.0,2372744.0,,,,
tt0383216,The Pink Panther,2006,2006-01-18,"0",164115904,82226472,81889424,5.60,86753,Adventure
tt0838232,The Pink Panther 2,2009,2009-02-06,"0",76025136,35922976,40102156,5.60,45284,Action
,The Pirate Fairy,2014,,,63998724,,63998724,,,
tt0084504,The Pirate Movie,1982,1982-08-06,"0",7983086.0,7983086.0,,5.20,4474,Adventure
tt3485166,The Pirates,2014,2014-08-06,"0",64858224,415775.0,64442448,6.50,3932,Action
tt0086112,The Pirates of Penzance,1983,1983-02-18,"0",694497.0,694497.0,,7.10,3568,Comedy
tt1430626,The Pirates! Band of Misfits,2012,2012-03-12,"60000000",123054040,31051126,92002912,6.70,48527,Adventure
,The Place Beyond the Pines,2013,,,47052900,21403520,25649380,,,
tt0105150,The Playboys,1992,1992-04-22,"0",4906900.0,4906900.0,,6.20,1250,Drama
tt0105151,The Player,1992,1992-04-03,"8000000",21706100,21706100,,7.50,60793,Comedy
tt2087850,The Players,2012,,,24629152,10854.0,24618298,5.30,8288,Comedy
tt0119905,The Players Club,1998,1998-04-08,"0",23261484,23047940,213546.0,5.70,6912,Comedy
tt0237572,The Pledge,2001,2001-01-09,"35000000",29419292,19733088,9686202.0,6.80,58679,Crime
tt0338348,The Polar Express,2004,2004-11-10,"165000000",286000512,162775360,123225144,6.60,205428,Adventure
tt0102691,The Pope Must Diet,1991,1991-06-21,"0",582510.0,582510.0,,5.00,1548,Comedy
tt0087932,The Pope of Greenwich Village,1984,1984-06-22,"0",6836201.0,6836201.0,,6.60,8998,Action
tt0117364,The Portrait of a Lady,1996,1996-10-18,"0",3692836.0,3692836.0,,6.20,11961,Drama
tt0431021,The Possession,2012,2012-08-30,"14000000",85446072,49130152,36315920,5.90,60367,Horror
tt5734576,The Possession of Hannah Grace,2018,,,43016528,14837422,28179106,5.20,23038,Horror
tt6294822,The Post,2017,,,179769456,81903456,97866000,7.20,150669,Biography
tt0119925,The Postman,1997,1997-12-25,"80000000",17626234,17626234,,6.10,74136,Action
,The Postman,1995,,,21848932,21848932,,,,
tt0082934,The Postman Always Rings Twice,1981,1981-03-20,"12000000",12383416,12376625,6791.0,6.60,23916,Crime
tt0081366,The Power,1984,,,929162.0,929162.0,,4.50,569,Horror
tt0105159,The Power of One,1992,1992-09-17,"0",2827107.0,2827107.0,,7.10,10055,Drama
tt0289408,The Powerpuff Girls Movie,2002,2002-07-03,"10000000",16426471,11412414,5014057.0,6.50,10185,Action
tt0117372,The Preacher's Wife,1996,1996-12-13,"40000000",48102796,48102796,,5.60,12394,Comedy
tt3829266,The Predator,2018,,,160542128,51024708,109517424,5.30,133119,Action
tt0095897,The Presidio,1988,1988-06-10,"0",20324096,20324096,,5.90,18751,Action
tt0482571,The Prestige,2006,2006-10-19,"40000000",109676312,53089892,56586420,8.50,1315817,Drama
tt5049302,The Priests,2015,2015-11-05,"0",36577136,185093.0,36392040,6.30,2008,Mystery
tt0337697,The Prince and Me,2004,2004-03-28,"0",37666768,28176496,9490269.0,5.80,39591,Comedy
tt0305981,The Prince and the Pirate,2001,,,8579972.0,,8579972.0,5.50,773,Comedy
tt0120794,The Prince of Egypt,1998,1998-12-15,"70000000",218613184,101413184,117200000,7.10,131990,Adventure
tt0102713,The Prince of Tides,1991,1991-12-25,"30000000",74787600,74787600,,6.80,18282,Drama
tt0093779,The Princess Bride,1987,1987-09-18,"16000000",30857814,30857814,,8.00,425313,Adventure
tt0247638,The Princess Diaries,2001,2001-08-03,"37000000",165335152,108248960,57086196,6.30,145081,Comedy
tt0368933,The Princess Diaries 2: Royal Engagement,2004,2004-08-06,"40000000",134734480,95170480,39564000,5.80,81363,Comedy
tt0780521,The Princess and the Frog,2009,2009-12-08,"105000000",267045760,104400896,162644864,7.10,143912,Adventure
,The Princess and the Goblin,1994,,,2105078.0,2105078.0,,,,
tt0093780,The Principal,1987,1987-09-18,"0",19734940,19734940,,6.30,10532,Action
tt6589464,The Prison,2017,,,21205328,207481.0,20997848,6.50,1939,Action
tt0079753,The Prisoner of Zenda,1979,1979-08-17,"0",7650600.0,7650600.0,,5.10,1266,Adventure
tt0395251,The Producers,2005,2005-12-25,"45000000",38075320,19398532,18676786,6.30,42985,Comedy
tt0107889,The Program,1993,1993-09-24,"0",23032564,23032564,,6.40,10775,Action
,The Promise,2005,,,30925692,669625.0,30256068,,,
tt0079756,The Promise,1979,1979-03-08,"0",11606005,11606005,,6.40,771,Drama
tt0114194,The Prophecy,1995,1995-09-01,"8",16115878,16115878,,6.40,31409,Action
tt1041829,The Proposal,2009,2009-06-01,"40000000",317375040,163958032,153416992,6.70,326452,Comedy
tt0427954,The Protector,2005,2005-08-11,"6000000",27165580,12044087,15121494,7.00,37503,Action
tt0089847,The Protector,1985,1985-07-11,"0",981817.0,981817.0,,5.70,4658,Action
tt0105187,The Public Eye,1992,1992-01-01,"0",3067917.0,3067917.0,,6.50,4091,Crime
tt0330793,The Punisher,2004,2004-04-15,"33000000",54700104,33810188,20889916,6.40,160666,Action
tt0111003,The Puppet Masters,1994,1994-10-21,"0",8647042.0,8647042.0,,5.90,9143,Horror
tt2184339,The Purge,2013,2013-05-31,"3000000",89328624,64473116,24855512,5.70,222933,Horror
tt2975578,The Purge: Anarchy,2014,2014-07-17,"9000000",111928368,71962800,39965564,6.40,152004,Action
tt4094724,The Purge: Election Year,2016,2016-06-29,"10000000",118587880,79213376,39374504,6.00,101221,Action
tt0089853,The Purple Rose of Cairo,1985,1985-03-01,"15000000",10631333,10631333,,7.70,51745,Comedy
tt0082958,The Pursuit of D.B. Cooper,1981,1981-11-13,"0",3702028.0,3702028.0,,5.50,1260,Adventure
tt0454921,The Pursuit of Happyness,2006,2006-12-14,"55000000",307127616,163566464,143561168,8.00,506055,Biography
tt0436697,The Queen,2006,2006-09-15,"15000000",123384128,56441712,66942416,7.30,111119,Biography
tt6563576,The Queen's Corgi,2019,,,35515688,,35515688,4.80,6942,Animation
tt0117420,The Quest,1996,1996-04-19,"30000000",21686548,21686548,,5.50,26333,Action
tt0114214,The Quick and the Dead,1995,1995-02-09,"32000000",18636536,18636536,,6.50,94555,Action
tt0258068,The Quiet American,2002,2002-11-22,"30000000",27674124,12988801,14685323,7.00,28476,Drama
tt0089869,The Quiet Earth,1985,1985-09-08,"1000000",2123135.0,2123135.0,,6.70,26241,Drama
tt0144814,The Rage: Carrie 2,1999,1999-03-11,"21000000",17762704,17762704,,4.70,16706,Drama
tt2058107,The Railway Man,2013,2013-12-26,"18000000",24174884,4438438.0,19736448,7.10,40468,Biography
tt0102750,The Rain Killer,1990,,,1696066.0,1696066.0,,4.70,452,Crime
tt0098165,The Rainbow,1989,1989-05-05,"0",444055.0,444055.0,,6.20,1515,Action
tt0119978,The Rainmaker,1997,1997-11-18,"40000000",45916768,45916768,,7.20,74556,Crime
tt0102757,The Rapture,1991,1991-10-04,"1227401",1277404.0,1277404.0,,6.30,5427,Drama
tt1486192,The Raven,2012,2012-03-09,"26000000",29699344,16008272,13691073,6.40,85307,Crime
tt0087980,The Razor's Edge,1984,1984-10-19,"0",6551987.0,6551987.0,,6.50,5476,Drama
tt0976051,The Reader,2008,2008-12-10,"32000000",108902488,34194408,74708080,7.60,244882,Drama
tt0107927,The Real McCoy,1993,1993-09-10,"0",6484246.0,6484246.0,,5.50,9142,Crime
tt0444682,The Reaping,2007,2007-04-05,"40000000",62771060,25126214,37644844,5.60,43408,Horror
tt1205535,The Rebound,2009,2009-09-16,"0",21791288,,21791288,6.30,48671,Comedy
tt0292506,The Recruit,2003,2003-01-31,"0",101191888,52802140,48389744,6.60,136453,Action
tt0120802,The Red Violin,1998,1998-09-10,"18000000",10019109,10019109,,7.60,33177,Drama
tt0110955,The Ref,1994,1994-03-09,"11000000",11439193,11439193,,6.90,24940,Comedy
tt0120004,The Relic,1997,1997-01-10,"60000000",33956608,33956608,,5.80,27894,Horror
tt0107943,The Remains of the Day,1993,1993-11-05,"11500000",23237912,23237912,,7.80,74304,Drama
tt0120008,The Replacement Killers,1998,1998-02-06,"30000000",19204928,19204928,,6.10,29122,Action
tt0191397,The Replacements,2000,2000-08-07,"0",50054512,44737060,5317452.0,6.60,65287,Comedy
tt0095981,The Rescue,1988,1988-08-05,"0",5855392.0,5855392.0,,5.40,1271,Action
tt0076618,The Rescuers,1977,1977-06-22,"1200000",29000000,29000000,,6.90,64291,Adventure
,The Rescuers 1983 Re-release,1983,,,21000000,21000000,,,,
,The Rescuers 1989 Re-release,1989,,,21215868,21215868,,,,
tt0100477,The Rescuers Down Under,1990,1990-11-16,"37931000",27931460,27931460,,6.80,43111,Adventure
,The Return of Martin Guerre,1983,,,3704433.0,3704433.0,,,,
tt0089907,The Return of the Living Dead,1985,1985-05-15,"4000000",14237880,14237880,,7.30,61441,Comedy
tt1663202,The Revenant,2015,2015-12-25,"135000000",532950496,183637888,349312608,8.00,793387,Action
tt0117473,The Rich Man's Wife,1996,1996-09-13,"0",8543587.0,8543587.0,,5.20,3325,Thriller
tt0086197,The Right Stuff,1983,1983-10-20,"27000000",21192102,21192102,,7.80,61611,Adventure
tt0298130,The Ring,2002,2002-10-18,"48000000",249348928,129128136,120220800,7.10,347451,Horror
tt0377109,The Ring Two,2005,2005-03-17,"50000000",163995952,76231248,87764704,5.40,96418,Horror
tt0267891,The Ringer,2005,2005-12-23,"0",40442444,35428676,5013768.0,5.80,37103,Comedy
tt1161864,The Rite,2011,2011-01-28,"37000000",96560592,33047632,63512960,6.00,98298,Drama
tt0088007,The River,1984,1984-12-01,"18000000",11489982,11489982,,6.30,7071,Drama
tt0088006,The River Rat,1984,1984-09-28,"0",1142944.0,1142944.0,,6.30,943,Adventure
tt0110997,The River Wild,1994,1994-09-30,"45000000",46816344,46816344,,6.40,46668,Adventure
tt0898367,The Road,2009,2009-11-25,"32000000",27639580,8117000.0,19522580,7.20,238666,Drama
,The Road Home,2001,,,6780490.0,1280490.0,5500000.0,,,
,The Road Warrior,1982,,,23667908,23667908,,,,
tt0138749,The Road to El Dorado,2000,2000-03-31,"95000000",76432728,50863744,25568984,6.90,96357,Adventure
tt0111001,The Road to Wellville,1994,1994-10-28,"0",6562513.0,6562513.0,,5.90,12471,Comedy
tt0117500,The Rock,1996,1996-06-06,"75000000",134069512,134069512,,7.40,337212,Action
tt0102803,The Rocketeer,1991,1991-06-21,"42000000",46704056,46704056,,6.50,58041,Action
tt0265662,The Rookie,2002,2002-03-25,"20000000",80693536,75600072,5093465.0,6.90,35043,Drama
tt0100514,The Rookie,1990,1990-12-06,"10000000",21633874,21633874,,5.90,27531,Action
tt1265990,The Roommate,2011,2011-02-04,"16000000",40492652,37300000,3192652.0,4.80,38905,Horror
tt0093881,The Rosary Murders,1987,,,1730337.0,1730337.0,,5.80,1484,Crime
tt0079826,The Rose,1979,1979-11-07,"9250000",29174648,29174648,,6.90,8722,Drama
tt1382725,The Roundup,2010,2010-03-10,"20000000",25623520,,25623520,7.00,8853,Drama
